식품명,에너지(㎉),탄수화물(g),단백질(g),지방(g)
베이컨포테이토(크런치)M (121g당),313,0,12,0
베이컨포테이토(크런치)L (131g당),333,0,13,0
베이컨포테이토(리치골드)M (119g당),311,0,14,0
베이컨포테이토(리치골드)L (122g당),313,0,14,0
베이컨포테이토(치즈크러스트)M (107g당),284,0,13,0
베이컨포테이토(치즈크러스트)L (113g당),291,0,13,0
직화불고기L (168g당),445,0,21,0
페페로니M (128g당),339,0,15,0
페페로니L (152g당),404,0,18,0
수퍼슈프림L (194g당),445,0,22,0
치즈M (133g당),346,0,17,0
치즈L (158g당),411,0,20,0
콘샐러드 (100g당),100,0,2,0
코울슬로 (100g당),87,0,1,0
크림치킨파스타 (351g당),633,0,24,0
상하이쉬림프파스타 (321g당),498,0,22,0
팝콘치킨 (134g당),416,0,21,0
치즈볼 (130g당),413,0,21,0
오리지날 윙 4조각 (126g당),270,0,27,0
오리지날 윙 8조각 (252g당),540,0,54,0
스파이시윙 4조각 (166g당),373,0,28,0
스파이시윙 8조각 (292g당),643,0,55,0
치킨텐더 4조각 (150g당),283,0,20,0
치킨텐더 8조각 (300g당),567,0,39,0
리치치즈파스타 (366g당),690,0,24,0
그뤼에르 퐁듀소스 (60g당),106,0,3,0
치즈크러스트 디핑소스 (11g당),60,0,0,0
핫소스 (2g당),1,0,0,0
바른생피클 L (120g당),50,0,0,0
바른생피클 M (70g당),55,0,0,0
갓치킨L(바삭한 크런치) (136g당),410,0,17,0
갓치킨L(쫄깃한 클래식) (145g당),381,0,20,0
순삭포테이토L(바삭한 크런치) (154g당),496,0,15,0
순삭포테이토L(쫄깃한 클래식) (125g당),353,0,17,0
케미콤보(쫄깃한 클래식) (129g당),371,0,17,0
케미콤보(바삭한 크런치) (129g당),306,0,16,0
폭폭치즈L(쫄깃한 클래식) (158g당),413,0,21,0
폭폭치즈L(바삭한 크런치) (121g당),372,0,18,0
얌얌페페로니L(쫄깃한 클래식) (140g당),343,0,16,0
얌얌페페로니L(바삭한 크런치) (106g당),343,0,15,0
씨푸드아일랜드 노엣지 R (106g당),265,0,14,0
씨푸드아일랜드 해쉬브라운R (121g당),311,0,15,0
씨푸드아일랜드 골드R (120g당),300,0,15,0
씨푸드아일랜드 크림치즈R (123g당),309,0,14,0
씨푸드아일랜드 에그타르트R (120g당),306,0,14,0
씨푸드아일랜드 치즈캡 R (118g당),297,0,16,0
씨푸드아일랜드 노엣지 L (133g당),341,0,16,0
씨푸드아일랜드 해쉬브라운 L (151g당),396,0,17,0
씨푸드아일랜드 골드L (149g당),383,0,18,0
씨푸드아일랜드 크림치즈 L (154g당),394,0,17,0
씨푸드아일랜드 에그타르트 L (149g당),390,0,17,0
씨푸드아일랜드 치즈캡 L (145g당),374,0,19,0
제주흑도새기 노엣지 R (195g당),454,0,34,0
제주흑도새기 해쉬브라운R (113g당),273,0,18,0
제주흑도새기 골드R (111g당),262,0,19,0
제주흑도새기 크림치즈R (115g당),271,0,18,0
제주흑도새기 에그타르트R (111g당),268,0,18,0
제주흑도새기 치즈캡 R (109g당),259,0,20,0
제주흑도새기 노엣지 L (126g당),296,0,18,0
제주흑도새기 해쉬브라운 L (145g당),352,0,19,0
제주흑도새기 골드L (143g당),339,0,20,0
제주흑도새기 크림치즈 L (147g당),350,0,19,0
제주흑도새기 에그타르트 L (143g당),346,0,18,0
제주흑도새기 치즈캡 L (139g당),329,0,21,0
치즈블라썸 스테이크 노엣지 R (193g당),510,0,31,0
치즈블라썸 스테이크 해쉬브라운R (112g당),301,0,17,0
치즈블라썸 스테이크 골드R (110g당),289,0,17,0
치즈블라썸 스테이크 크림치즈R (113g당),299,0,17,0
치즈블라썸 스테이크 에그타르트R (110g당),296,0,16,0
치즈블라썸 스테이크 치즈캡 R (113g당),262,0,16,0
치즈블라썸 스테이크 노엣지 L (122g당),321,0,18,0
치즈블라썸 스테이크 해쉬브라운 L (140g당),377,0,19,0
치즈블라썸 스테이크 골드L (134g당),364,0,20,0
치즈블라썸 스테이크 크림치즈 L (138g당),375,0,19,0
치즈블라썸 스테이크 에그타르트 L (134g당),371,0,18,0
치즈블라썸 스테이크 치즈캡 L (130g당),354,0,21,0
새우천왕 노엣지(오리진)R (176g당),435,0,22,0
새우천왕 치즈캡R (200g당),499,0,27,0
새우천왕 해쉬브라운R (103g당),233,0,12,0
새우천왕 에그타르트R (102g당),231,0,11,0
새우천왕 골드R (102g당),231,0,12,0
새우천왕 크림치즈R (105g당),234,0,12,0
새우천왕 노엣지(오리진)L (111g당),278,0,14,0
새우천왕 치즈캡L (123g당),311,0,16,0
새우천왕 해쉬브라운L (129g당),334,0,15,0
새우천왕 에그타르트L (128g당),327,0,14,0
새우천왕 골드L (128g당),320,0,15,0
새우천왕 크림치즈L (132g당),332,0,15,0
치우천왕 오리진R (178g당),450,0,22,0
치우천왕 치즈캡R (179g당),454,0,29,0
치우천왕 해쉬브라운R (185g당),481,0,25,0
치우천왕 에그타르트R (182g당),472,0,24,0
치우천왕 골드R (182g당),459,0,26,0
치우천왕 크림치즈R (189g당),477,0,25,0
치우천왕 노엣지L (104g당),265,0,14,0
치우천왕 치즈캡L (116g당),298,0,17,0
치우천왕 해쉬브라운L (122g당),321,0,15,0
치우천왕 에그타르트L (120g당),314,0,15,0
치우천왕 골드L (120g당),307,0,16,0
치우천왕 크림치즈L (125g당),319,0,15,0
트레비앙 해쉬브라운R (188g당),523,0,21,0
트레비앙 에그타르트R (184g당),514,0,20,0
트레비앙 오리진R (157g당),431,0,19,0
트레비앙 골드R (184g당),500,0,21,0
트레비앙 크림치즈R (191g당),519,0,20,0
트레비앙 치즈캡R (181g당),495,0,24,0
트레비앙 해쉬브라운L (126g당),348,0,15,0
트레비앙 에그타르트L (124g당),342,0,14,0
트레비앙 오리진L (108g당),292,0,13,0
트레비앙 골드L (124g당),335,0,15,0
트레비앙 크림치즈L (129g당),346,0,14,0
트레비앙 치즈캡L (120g당),325,0,16,0
러블리피스 해쉬브라운R (197g당),510,0,24,0
러블리피스 에그타르트R (193g당),501,0,23,0
러블리피스 오리진R (166g당),419,0,21,0
러블리피스 골드R (193g당),488,0,24,0
러블리피스 크림치즈R (100g당),253,0,12,0
러블리피스 치즈캡R (190g당),483,0,27,0
러블리피스 해쉬브라운L (119g당),308,0,13,0
러블리피스 에그타르트L (117g당),302,0,13,0
러블리피스 오리진L (101g당),253,0,12,0
러블리피스 골드L (117g당),295,0,14,0
러블리피스 크림치즈L (121g당),306,0,13,0
러블리피스 치즈캡L (113g당),286,0,15,0
스윗피스 해쉬브라운R (185g당),549,0,17,0
스윗피스 에그타르트R (182g당),540,0,16,0
스윗피스 오리진R (155g당),458,0,15,0
스윗피스 골드R (182g당),527,0,18,0
스윗피스 크림치즈R (189g당),545,0,17,0
스윗피스 치즈캡R (179g당),522,0,21,0
스윗피스 해쉬브라운L (123g당),376,0,11,0
스윗피스 에그타르트L (121g당),370,0,11,0
스윗피스 오리진L (105g당),320,0,10,0
스윗피스 골드L (121g당),363,0,12,0
스윗피스 크림치즈L (125g당),374,0,11,0
스윗피스 치즈캡L (117g당),353,0,13,0
로맨틱콤보 해쉬브라운R (191g당),530,0,20,0
로맨틱콤보 에그타르트R (188g당),521,0,19,0
로맨틱콤보 오리진R (160g당),438,0,18,0
로맨틱콤보 골드R (188g당),507,0,21,0
로맨틱콤보 크림치즈R (195g당),526,0,20,0
로맨틱콤보 치즈캡R (184g당),502,0,24,0
로맨틱콤보 해쉬브라운L (121g당),342,0,12,0
로맨틱콤보 에그타르트L (119g당),336,0,12,0
로맨틱콤보 오리진L (103g당),287,0,11,0
로맨틱콤보 골드L (119g당),329,0,13,0
로맨틱콤보 크림치즈L (123g당),340,0,12,0
로맨틱콤보 치즈캡L (115g당),320,0,14,0
포테이토 해쉬브라운R (180g당),436,0,17,0
포테이토 에그타르트R (177g당),427,0,16,0
포테이토 골드R (177g당),414,0,18,0
포테이토 크림치즈R (184g당),432,0,17,0
포테이토 해쉬브라운L (122g당),310,0,13,0
포테이토 에그타르트L (120g당),304,0,12,0
포테이토 골드L (120g당),297,0,13,0
포테이토 크림치즈L (125g당),308,0,12,0
쉬림프 해쉬브라운R (191g당),452,0,22,0
쉬림프 에그타르트R (187g당),442,0,21,0
쉬림프 오리진R (160g당),360,0,20,0
쉬림프 골드R (187g당),429,0,23,0
쉬림프 크림치즈R (194g당),448,0,22,0
쉬림프 치즈캡R (184g당),424,0,26,0
쉬림프 해쉬브라운L (120g당),287,0,13,0
쉬림프 에그타르트L (118g당),281,0,13,0
쉬림프 오리진L (102g당),231,0,12,0
쉬림프 골드L (118g당),273,0,14,0
쉬림프 크림치즈L (123g당),285,0,13,0
쉬림프 치즈캡L (114g당),264,0,15,0
하프앤하프 해쉬브라운R (185g당),444,0,20,0
하프앤하프 에그타르트R (182g당),435,0,19,0
하프앤하프 골드R (182g당),421,0,20,0
하프앤하프 크림치즈R (189g당),440,0,19,0
하프앤하프 해쉬브라운L (121g당),299,0,13,0
하프앤하프 에그타르트L (119g당),292,0,12,0
하프앤하프 골드L (119g당),285,0,14,0
하프앤하프 크림치즈L (124g당),297,0,13,0
풀드포크 오리진R (157g당),403,0,21,0
풀드포크 오리진L (102g당),274,0,15,0
칠리치킨 오리진R (164g당),368,0,25,0
칠리치킨 오리진L (101g당),250,0,14,0
올댓미트 오리진R (144g당),365,0,20,0
올댓미트 오리진L (167g당),413,0,22,0
트러플머쉬룸 오리진R (149g당),383,0,21,0
트러플머쉬룸 오리진L (189g당),515,0,29,0
부라타치즈 오리진R (139g당),372,0,18,0
부라타치즈 오리진L (174g당),486,0,26,0
찰떡단고감 노엣지R (104g당),252,0,16,0
찰떡단고감 노엣지L (124g당),270,0,16,0
핫앤핫 노엣지R (172g당),451,0,27,0
핫앤핫 노엣지L (114g당),319,0,17,0
불고기 오리진R (131g당),337,0,17,0
불고기 치즈캡R (155g당),401,0,22,0
불고기 오리진L (150g당),382,0,19,0
불고기 치즈캡L (174g당),488,0,15,0
슈퍼콤보 오리진R (165g당),430,0,22,0
슈퍼콤보 패스츄리 (166g당),492,0,21,0
슈퍼콤보 치즈캡R (189g당),494,0,27,0
슈퍼콤보 오리진L (105g당),281,0,12,0
슈퍼콤보 치즈캡L (117g당),314,0,15,0
포테이토피자 오리진R (147g당),353,0,16,0
포테이토피자 패스츄리 (149g당),415,0,15,0
포테이토피자 치즈캡R (171g당),417,0,21,0
포테이토피자 오리진L (192g당),479,0,20,0
포테이토피자 치즈캡L (108g당),273,0,13,0
치즈스페셜 오리진R (114g당),336,0,16,0
치즈스페셜 패스츄리 (115g당),398,0,15,0
치즈스페셜 치즈캡R (138g당),400,0,21,0
치즈스페셜 오리진L (137g당),411,0,21,0
치즈스페셜 치즈캡L (161g당),477,0,27,0
시카고딥 노엣지R (169g당),572,0,30,0
시카고딥 노엣지L (109g당),309,0,18,0
페퍼로니 플러스 오리진R (126g당),188,0,10,0
페퍼로니 플러스 치즈캡R (149g당),441,0,26,0
페퍼로니 플러스 오리진L (160g당),510,0,25,0
페퍼로니 플러스 치즈캡L (185g당),576,0,31,0
하와이안스페셜 오리진R (153g당),370,0,22,0
하와이안스페셜 치즈캡R (177g당),435,0,28,0
하와이안스페셜 오리진L (192g당),483,0,27,0
하와이안스페셜 치즈캡L (108g당),275,0,16,0
트러플베지테리안 오리진R (141g당),343,0,17,0
트러플베지테리안 치즈캡R (164g당),407,0,23,0
트러플베지테리안 오리진L (183g당),471,0,23,0
트러플베지테리안 치즈캡L (104g당),269,0,14,0
고르곤졸라R (120g당),368,0,20,0
고르곤졸라L (100g당),275,0,15,0
불고기샌드 (184g당),459,0,23,0
쉬골샌드 (194g당),393,0,20,0
포골샌드 (216g당),510,0,22,0
치즈추가(샌드) (30g당),94,0,8,0
홈샐바 (797g당),1118,0,19,0
홈샐바세트 (1172g당),1699,0,43,0
핫오븐치킨 (747g당),1499,0,19,0
핫하프치킨 (374g당),749,0,9,0
바비큐폭립 (428g당),1421,0,94,0
The 오븐치킨 (644g당),1162,0,17,0
하프치킨(오븐치킨 반마리) (322g당),581,0,9,0
BBQ갈비라이스 (371g당),567,0,25,0
베이컨 크림리조또 (493g당),567,0,25,0
오븐치즈 베이컨 크림스파게티 (359g당),639,0,24,0
오븐치즈 미트 스파게티 (375g당),583,0,23,0
쉬림프 까르보나라 (378g당),501,0,24,0
스파이시 포테이토 (208g당),383,0,6,0
베이크윙(4ea) (152g당),280,0,29,0
베이크윙(8ea) (304g당),560,0,58,0
핫윙(4ea) (148g당),252,0,22,0
핫윙(8ea) (296g당),503,0,45,0
크리스피 텐더치킨(4ea) (120g당),283,0,11,0
크리스피 텐더치킨(8ea) (240g당),566,0,23,0
어니언링 (140g당),356,0,5,0
케이준치킨샐러드 (221g당),196,0,9,0
홈샐러드(하절기) (660g당),972,0,16,0
홈샐러드(동절기) (665g당),956,0,16,0
4구 샐러드 (310g당),534,0,6,0
1회용 피클 (75g당),52,0,0,0
1회용 갈릭디핑소스 (10g당),52,0,0,0
1회용 핫소스 (4g당),1,0,0,0
허니머스타드소스 (12g당),29,0,0,0
눈꽃치즈피자 L (160g당),396,0,14,0
눈꽃치즈피자 R (198g당),490,0,17,0
눈꽃치즈피자 (씬) (123g당),313,0,13,0
불금피자 L (129g당),339,0,18,0
불금피자 R (140g당),369,0,19,0
불금피자 (씬) (104g당),284,0,16,0
갈릭쉬림프 L (115g당),336,0,14,0
갈릭쉬림프 R (184g당),538,0,22,0
갈릭쉬림프 (씬) (147g당),480,0,21,0
베이컨체다 L (122g당),326,0,16,0
베이컨체다 R (194g당),522,0,25,0
베이컨체다 (씬) (161g당),445,0,31,0
핫치킨 L (126g당),274,0,14,0
핫치킨 R (101g당),220,0,11,0
핫치킨 (씬) (163g당),402,0,25,0
맵피자 L (143g당),402,0,19,0
맵피자 R (114g당),307,0,15,0
달피자 L (119g당),396,0,15,0
달피자 R (190g당),603,0,23,0
리얼고구마 L (149g당),362,0,15,0
리얼고구마 R (178g당),397,0,19,0
리얼고구마 (씬) (111g당),293,0,9,0
크림치즈포테이토 L (158g당),389,0,12,0
크림치즈포테이토 R (185g당),422,0,15,0
크림치즈포테이토 (씬) (120g당),347,0,9,0
마불피자 L (131g당),322,0,16,0
마불피자 R (102g당),249,0,12,0
마불피자 (씬) (193g당),474,0,28,0
울트라콤비네이션 L (147g당),351,0,17,0
울트라콤비네이션 R (112g당),267,0,13,0
울트라콤비네이션 (씬) (112g당),298,0,14,0
신세개피자 L (118g당),293,0,14,0
신세개피자 R (105g당),261,0,13,0
신세개피자 (씬) (162g당),422,0,24,0
신세개피자2 L (134g당),370,0,16,0
신세개피자2 R (121g당),333,0,14,0
신세개피자2 (씬) (186g당),525,0,22,0
수퍼수프림 L (126g당),363,0,14,0
수퍼수프림 (씬) (161g당),493,0,20,0
고구마 L (133g당),408,0,11,0
고구마 (씬) (177g당),527,0,30,0
불고기 L (115g당),344,0,18,0
불고기 (씬) (136g당),396,0,23,0
페퍼로니 L (104g당),363,0,13,0
페퍼로니 (씬) (117g당),436,0,24,0
치즈 L (193g당),603,0,23,0
치즈 (씬) (110g당),370,0,23,0
핫바비큐 L (156g당),417,0,19,0
핫바비큐 R (125g당),318,0,15,0
핫바비큐 (씬) (109g당),289,0,18,0
씨푸드 L (160g당),394,0,16,0
씨푸드 R (128g당),300,0,13,0
씨푸드 (씬) (109g당),295,0,13,0
포테이토베이컨 L (156g당),394,0,14,0
포테이토베이컨 R (125g당),300,0,11,0
포테이토베이컨 (씬) (113g당),297,0,13,0
파스트라미 L (191g당),567,0,20,0
파스트라미 R (153g당),439,0,16,0
파스트라미 (씬) (137g당),320,0,19,0
맵고달고 L (167g당),405,0,11,0
맵고달고 R (143g당),336,0,9,0
맵고달고 (씬) (131g당),252,0,7,0
국물떡볶이 (515g당),796,0,15,0
치즈스파게티 (340g당),556,0,29,0
베이크윙봉 (200g당),512,0,29,0
콘샐러드 (110g당),145,0,2,0
달콤닭강정 (380g당),950,0,43,0
치즈-프라이 (420g당),990,0,34,0
새우링 (115g당),309,0,10,0
새우리조또 (292g당),545,0,15,0
낙지리조또 (298g당),574,0,24,0
치킨텐더 (170g당),433,0,24,0
콘버터 (130g당),349,0,8,0
치즈크러스트 (120g당),107,0,18,0
고구마 크러스트 (120g당),170,0,2,0
크림치즈 크러스트 (120g당),258,0,5,0
전주불백피자R (85g당),1495,0,85,0
전주불백피자L (93g당),2435,0,116,0
꿈을피자R (91g당),230,0,15,0
꿈을피자L (57g당),135,0,9,0
부산피자R (92g당),185,0,15,0
부산피자L (95g당),205,0,13,0
쉬림프&핫치킨골드피자R (97g당),230,0,13,0
쉬림프&핫치킨골드피자L (96g당),225,0,13,0
단호박골드피자R (99g당),240,0,9,0
단호박골드피자L (101g당),245,0,10,0
어깨피자R (20g당),55,0,3,0
어깨피자L (29g당),80,0,5,0
단호박피자R (87g당),215,0,7,0
단호박피자L (93g당),230,0,8,0
콤비네이션피자R (75g당),180,0,9,0
콤비네이션피자L (72g당),175,0,9,0
더너피자 바베킹R (107g당),240,0,13,0
더너피자 바베킹L (113g당),250,0,13,0
웃음꽃피자R (101g당),225,0,10,0
웃음꽃피자L (109g당),241,0,16,0
고구마골드피자R (100g당),235,0,9,0
고구마골드피자L (102g당),240,0,9,0
목동피자R (39g당),95,0,4,0
목동피자L (65g당),155,0,8,0
고르곤졸라R (34g당),110,0,8,0
고르곤졸라L (34g당),80,0,7,0
포테이토피자R (82g당),185,0,8,0
포테이토피자L (111g당),250,0,11,0
베이컨체다치즈피자R (72g당),184,0,11,0
베이컨체다치즈피자L (73g당),185,0,11,0
불고기피자R (66g당),155,0,7,0
불고기피자L (70g당),165,0,8,0
야채피자R (70g당),155,0,8,0
야채피자L (70g당),155,0,8,0
하와이안피자R (70g당),170,0,7,0
하와이안피자L (74g당),180,0,8,0
페페로니피자R (53g당),155,0,7,0
페페로니피자L (58g당),170,0,8,0
치즈피자R (57g당),155,0,10,0
치즈피자L (61g당),165,0,10,0
고구마피자R (92g당),230,0,8,0
고구마피자L (93g당),235,0,8,0
핫&스파이시치킨피자R (77g당),185,0,9,0
핫&스파이시치킨피자L (77g당),185,0,9,0
콰트로포르마지오R (66g당),200,0,11,0
콰트로포르마지오L (62g당),190,0,11,0
쉬림프&안심골드피자R (97g당),215,0,14,0
쉬림프&안심골드피자L (96g당),215,0,14,0
슈크림치즈스틱 (295g당),940,0,36,0
로제치즈오븐스파게티 (425g당),700,0,28,0
치즈볼&바게트스틱 (290g당),1125,0,16,0
치즈볼 (150g당),580,0,8,0
바게트스틱 (85g당),330,0,5,0
콘치즈그라탕 L (190g당),735,0,27,0
콘치즈그라탕 R (95g당),365,0,13,0
버팔로윙 4조각 (280g당),615,0,62,0
버팔로윙 10조각 (280g당),615,0,62,0
단호박+고구마샐러드 (300g당),605,0,3,0
치즈오븐스파게티 (445g당),655,0,27,0
까르보나라스파게티 (395g당),715,0,20,0
브래드스틱 (220g당),680,0,24,0
고구마스틱 (385g당),995,0,39,0
치즈스틱 (255g당),805,0,47,0
팥치즈반달빵 (337g당),1020,0,47,0
치킨텐더 6조각 (225g당),480,0,42,0
스노우칠리감자 (180g당),375,0,6,0
한턱 쏘시지L (118g당),310,0,17,0
한턱 쏘시지M (146g당),400,0,24,0
관자네 온 새우L (135g당),295,0,18,0
관자네 온 새우M (166g당),380,0,25,0
골드랑군L (144g당),355,0,18,0
골드랑군M (177g당),455,0,25,0
쓰리고L (134g당),280,0,18,0
쓰리고M (165g당),360,0,25,0
코코쉬림프L (146g당),335,0,17,0
코코쉬림프M (180g당),490,0,23,0
모모스테이키L (145g당),335,0,16,0
모모스테이키M (178g당),428,0,22,0
맵뜨락L (175g당),472,0,25,0
맵뜨락M (108g당),304,0,18,0
비포 (비프앤포크)L (112g당),285,0,13,0
비포 (비프앤포크)M (183g당),489,0,24,0
토핑들의 수다L (94g당),203,0,9,0
토핑들의 수다M (173g당),393,0,19,0
웨스틴콤보더블L (153g당),362,0,18,0
웨스틴콤보더블M (188g당),466,0,25,0
리치킨BBQ L (151g당),324,0,15,0
리치킨BBQ M (186g당),417,0,21,0
스파이시쉬림프L (123g당),273,0,16,0
스파이시쉬림프M (151g당),351,0,22,0
